60,1662029279,37.56,126.97,1,1,0,0,0,0
52,1662029279,37.44,126.43,2,0,1,0,0,1
sample100,1662029279,37.6766,126.816,1,1,0,0,0,0
44,1662029279,37.44,126.43,1,1,0,0,0,0
W_L015,1662029279,37.57,126.832,1,1,0,0,0,0
137,1662029279,37.56,126.97,1,1,0,0,0,0
IMG_1060,1662029279,37.5283,126.932,2,1,1,0,0,0
18,1662029279,37.5791,126.89,1,1,0,0,0,0
W_L009,1662029279,37.57,126.832,1,1,0,0,0,0
64,1662029279,37.5731,126.9,1,0,1,0,0,0
W_M021,1662029279,37.586,126.818,1,0,1,0,0,0
Rubbish08,1662029279,37.59,126.75,1,1,0,0,0,0
142,1662029279,37.56,126.97,1,1,0,0,0,0
W_L004,1662029279,37.57,126.832,1,1,0,0,0,0
IMG_1081,1662029279,37.5283,126.932,1,0,1,0,0,0
1665847582689-4.jpg,1662029279,37.7089,126.608,1,1,0,0,0,0
14,1662029279,37.43,126.42,1,1,0,0,0,0
pabag9,1662029279,35.2267,128.639,1,0,0,0,0,1
20211408_020,1662029279,37.5229,126.941,1,1,0,0,0,0
sample59,1662029279,37.6314,126.929,1,0,0,0,0,1
cup4,1662029279,35.2266,128.639,1,0,0,0,0,1
37,1662029279,37.56,126.97,1,1,0,0,0,0
sample69,1662029279,37.6314,126.929,1,0,0,0,0,1
IMG_3043,1662029279,37.493,126.87,1,0,1,0,0,0
IMG_130,1662029279,37.53,126.88,1,0,1,0,0,0
20211408_053,1662029279,37.5232,126.941,1,1,0,0,0,0
IMG_3077,1662029279,37.5031,126.871,1,0,1,0,0,0
20211408_047,1662029279,37.523,126.941,2,1,0,0,0,1
IMG_3103,1662029279,37.601,126.801,1,0,1,0,0,0
18,1662029279,37.56,126.97,1,1,0,0,0,0
IMG_3175,1662029279,37.5801,126.832,1,0,0,1,0,0
IMG_3182,1662029279,37.5815,126.833,1,0,0,1,0,0
sample93,1662029279,37.68,126.8,2,1,0,0,0,1
plcup2,1662029279,35.227,128.639,1,0,1,0,0,0
sample03,1662029279,37.6316,126.928,1,1,0,0,0,0
9,1662029279,37.43,126.42,1,1,0,0,0,0
IMAGE 68,1662029279,37.5711,126.979,1,1,0,0,0,0
113,1662029379,37.56,126.97,1,0,1,0,0,0
W_L029,1662029379,37.57,126.832,1,0,0,1,0,0
150,1662029379,37.56,126.97,1,1,0,0,0,0
IMG_1137,1662029379,37.5283,126.932,1,1,0,0,0,0
65,1662029379,37.56,126.97,1,1,0,0,0,0
sample103,1662029379,37.6766,126.816,1,1,0,0,0,0
60,1662029379,37.56,126.97,1,1,0,0,0,0
52,1662029379,37.44,126.43,2,0,1,0,0,1
sample100,1662029379,37.6766,126.816,1,1,0,0,0,0
44,1662029379,37.44,126.43,1,1,0,0,0,0
W_L015,1662029379,37.57,126.832,1,1,0,0,0,0
137,1662029379,37.56,126.97,1,1,0,0,0,0
IMG_1060,1662029379,37.5283,126.932,2,1,1,0,0,0
18,1662029379,37.5791,126.89,1,1,0,0,0,0
W_L009,1662029379,37.57,126.832,1,1,0,0,0,0
64,1662029379,37.5731,126.9,1,0,1,0,0,0
W_M021,1662029379,37.586,126.818,1,0,1,0,0,0
Rubbish08,1662029379,37.59,126.75,1,1,0,0,0,0
142,1662029379,37.56,126.97,1,1,0,0,0,0
W_L004,1662029379,37.57,126.832,1,1,0,0,0,0
IMG_1081,1662029379,37.5283,126.932,1,0,1,0,0,0
1665847582689-4.jpg,1662029379,37.7089,126.608,1,1,0,0,0,0
14,1662029379,37.43,126.42,1,1,0,0,0,0
pabag9,1662029379,35.2267,128.639,1,0,0,0,0,1
20211408_020,1662029379,37.5229,126.941,1,1,0,0,0,0
sample59,1662029379,37.6314,126.929,1,0,0,0,0,1
cup4,1662029379,35.2266,128.639,1,0,0,0,0,1
37,1662029379,37.56,126.97,1,1,0,0,0,0
sample69,1662029379,37.6314,126.929,1,0,0,0,0,1
IMG_3043,1662029379,37.493,126.87,1,0,1,0,0,0
IMG_130,1662029379,37.53,126.88,1,0,1,0,0,0
20211408_053,1662029379,37.5232,126.941,1,1,0,0,0,0
IMG_3077,1662029379,37.5031,126.871,1,0,1,0,0,0
20211408_047,1662029379,37.523,126.941,2,1,0,0,0,1
IMG_3103,1662029379,37.601,126.801,1,0,1,0,0,0
18,1662029379,37.56,126.97,1,1,0,0,0,0
IMG_3175,1662029379,37.5801,126.832,1,0,0,1,0,0
IMG_3182,1662029379,37.5815,126.833,1,0,0,1,0,0
sample93,1662029379,37.68,126.8,2,1,0,0,0,1
plcup2,1662029379,35.227,128.639,1,0,1,0,0,0
sample03,1662029379,37.6316,126.928,1,1,0,0,0,0
9,1662029379,37.43,126.42,1,1,0,0,0,0
IMAGE 68,1662029379,37.5711,126.979,1,1,0,0,0,0
sample31,1662029379,37.6335,126.923,1,0,0,0,0,1
20221011_130031(0).jpg,1662029379,37.55,126.9,1,1,0,0,0,0
20221011_130110(0).jpg,1662029379,37.55,126.9,1,1,0,0,0,0
H18,1662029379,37.5308,126.933,2,1,1,0,0,0
H16,1662029379,37.5308,126.931,1,1,0,0,0,0
20221011_130235.jpg,1662029380,37.55,126.9,1,1,0,0,0,0
sample42,1662029380,37.6335,126.923,1,0,0,0,0,1
SP80,1662029380,36.59,128.648,2,1,1,0,0,0
SP77,1662029380,36.59,128.648,2,1,1,0,0,0
20221011_130456(0).jpg,1662029380,37.55,126.9,2,1,1,0,0,0
SP67,1662029380,36.59,128.648,3,1,1,1,0,0
SP45,1662029380,35.89,128.607,3,1,1,0,0,1
sample (7),1662029380,37.396,126.934,1,0,1,0,0,0
sample53,1662029380,36.97,127.94,1,0,1,0,0,0
sample (57),1662029380,35.8524,129.27,1,0,1,0,0,0
IMG_0002,1662029380,37.31,126.55,1,0,0,0,0,1
220913-9-한울빛-플라스틱.jpg,1662029380,37.47,126.8,1,0,1,0,0,0
sample025_ms,1662029380,37.4903,126.896,1,0,1,0,0,0
sample (94),1662029380,37.3861,126.952,1,1,0,0,0,0
IMG_0129,1662029380,37.28,126.55,1,0,1,0,0,0
sample89,1662029380,36.97,127.93,1,1,0,0,0,0
IMG_9991,1662029380,37.31,126.55,1,1,0,0,0,0
IMG_0162,1662029380,37.28,126.55,1,1,0,0,0,0
Anyang_3a,1662029380,37.51,126.87,1,0,1,0,0,0
sample81,1662029380,36.98,127.93,1,0,1,0,0,0
121,1662029380,37.56,126.97,1,1,0,0,0,0
sample086_ms,1662029380,37.4687,126.844,1,0,1,0,0,0
117,1662029380,37.56,126.97,1,1,0,0,0,0
sample96,1662115780,36.98,127.93,1,0,0,1,0,0
95,1662115780,37.43,126.43,1,0,0,1,0,0
SP81,1662115780,36.59,128.648,2,0,1,1,0,0
IMG_0042,1662115780,37.31,126.54,1,1,0,0,0,0
20221009_101425.heic,1662115780,37.6638,126.623,2,1,1,0,0,0
20221009_104937.heic,1662115780,37.6385,126.542,1,1,0,0,0,0
SP87,1662115780,36.59,128.648,2,0,1,1,0,0
sample07,1662115780,37.68,126.8,1,1,0,0,0,0
sample47,1662115780,37.6334,126.923,1,0,0,0,0,1
34,1662115780,37.56,126.97,1,1,0,0,0,0
SP64,1662115780,36.662,129.12,1,1,0,0,0,0
Dorim_8a,1662115780,37.51,126.88,2,1,1,0,0,0
H07,1662115780,37.5297,126.933,1,1,0,0,0,0
H58,1662115780,37.5177,126.934,1,0,1,0,0,0
113,1662029432,37.56,126.97,1,0,1,0,0,0
W_L029,1662029432,37.57,126.832,1,0,0,1,0,0
150,1662029432,37.56,126.97,1,1,0,0,0,0
IMG_1137,1662029432,37.5283,126.932,1,1,0,0,0,0
65,1662029432,37.56,126.97,1,1,0,0,0,0
sample103,1662029432,37.6766,126.816,1,1,0,0,0,0
60,1662029432,37.56,126.97,1,1,0,0,0,0
52,1662029432,37.44,126.43,2,0,1,0,0,1
sample100,1662029432,37.6766,126.816,1,1,0,0,0,0
44,1662029432,37.44,126.43,1,1,0,0,0,0
W_L015,1662029432,37.57,126.832,1,1,0,0,0,0
137,1662029432,37.56,126.97,1,1,0,0,0,0
IMG_1060,1662029432,37.5283,126.932,2,1,1,0,0,0
18,1662029432,37.5791,126.89,1,1,0,0,0,0
W_L009,1662029432,37.57,126.832,1,1,0,0,0,0
64,1662029432,37.5731,126.9,1,0,1,0,0,0
W_M021,1662029432,37.586,126.818,1,0,1,0,0,0
Rubbish08,1662029432,37.59,126.75,1,1,0,0,0,0
142,1662029432,37.56,126.97,1,1,0,0,0,0
W_L004,1662029432,37.57,126.832,1,1,0,0,0,0
IMG_1081,1662029432,37.5283,126.932,1,0,1,0,0,0
1665847582689-4.jpg,1662029432,37.7089,126.608,1,1,0,0,0,0
14,1662029432,37.43,126.42,1,1,0,0,0,0
pabag9,1662029432,35.2267,128.639,1,0,0,0,0,1
20211408_020,1662029432,37.5229,126.941,1,1,0,0,0,0
sample59,1662029432,37.6314,126.929,1,0,0,0,0,1
cup4,1662029432,35.2266,128.639,1,0,0,0,0,1
37,1662029432,37.56,126.97,1,1,0,0,0,0
sample69,1662029432,37.6314,126.929,1,0,0,0,0,1
IMG_3043,1662029432,37.493,126.87,1,0,1,0,0,0
IMG_130,1662029432,37.53,126.88,1,0,1,0,0,0
20211408_053,1662029432,37.5232,126.941,1,1,0,0,0,0
IMG_3077,1662029432,37.5031,126.871,1,0,1,0,0,0
20211408_047,1662029432,37.523,126.941,2,1,0,0,0,1
IMG_3103,1662029432,37.601,126.801,1,0,1,0,0,0
18,1662029432,37.56,126.97,1,1,0,0,0,0
IMG_3175,1662029432,37.5801,126.832,1,0,0,1,0,0
IMG_3182,1662029432,37.5815,126.833,1,0,0,1,0,0
sample93,1662029432,37.68,126.8,2,1,0,0,0,1
plcup2,1662029432,35.227,128.639,1,0,1,0,0,0
sample03,1662029432,37.6316,126.928,1,1,0,0,0,0
9,1662029432,37.43,126.42,1,1,0,0,0,0
IMAGE 68,1662029432,37.5711,126.979,1,1,0,0,0,0
sample31,1662029432,37.6335,126.923,1,0,0,0,0,1
20221011_130031(0).jpg,1662029432,37.55,126.9,1,1,0,0,0,0
20221011_130110(0).jpg,1662029432,37.55,126.9,1,1,0,0,0,0
H18,1662029432,37.5308,126.933,2,1,1,0,0,0
H16,1662029432,37.5308,126.931,1,1,0,0,0,0
20221011_130235.jpg,1662029432,37.55,126.9,1,1,0,0,0,0
sample42,1662029432,37.6335,126.923,1,0,0,0,0,1
SP80,1662029432,36.59,128.648,2,1,1,0,0,0
SP77,1662029432,36.59,128.648,2,1,1,0,0,0
20221011_130456(0).jpg,1662029432,37.55,126.9,2,1,1,0,0,0
SP67,1662029432,36.59,128.648,3,1,1,1,0,0
SP45,1662029432,35.89,128.607,3,1,1,0,0,1
sample (7),1662029432,37.396,126.934,1,0,1,0,0,0
sample53,1662029432,36.97,127.94,1,0,1,0,0,0
sample (57),1662029432,35.8524,129.27,1,0,1,0,0,0
IMG_0002,1662029432,37.31,126.55,1,0,0,0,0,1
220913-9-한울빛-플라스틱.jpg,1662029432,37.47,126.8,1,0,1,0,0,0
sample025_ms,1662029432,37.4903,126.896,1,0,1,0,0,0
sample (94),1662029432,37.3861,126.952,1,1,0,0,0,0
IMG_0129,1662029432,37.28,126.55,1,0,1,0,0,0
sample89,1662029432,36.97,127.93,1,1,0,0,0,0
IMG_9991,1662029432,37.31,126.55,1,1,0,0,0,0
IMG_0162,1662029432,37.28,126.55,1,1,0,0,0,0
Anyang_3a,1662029432,37.51,126.87,1,0,1,0,0,0
sample81,1662029432,36.98,127.93,1,0,1,0,0,0
121,1662029432,37.56,126.97,1,1,0,0,0,0
sample086_ms,1662029432,37.4687,126.844,1,0,1,0,0,0
117,1662029432,37.56,126.97,1,1,0,0,0,0
sample96,1662115832,36.98,127.93,1,0,0,1,0,0
95,1662115832,37.43,126.43,1,0,0,1,0,0
SP81,1662115832,36.59,128.648,2,0,1,1,0,0
IMG_0042,1662115832,37.31,126.54,1,1,0,0,0,0
20221009_101425.heic,1662115832,37.6638,126.623,2,1,1,0,0,0
20221009_104937.heic,1662115832,37.6385,126.542,1,1,0,0,0,0
SP87,1662115832,36.59,128.648,2,0,1,1,0,0
sample07,1662115832,37.68,126.8,1,1,0,0,0,0
sample47,1662115832,37.6334,126.923,1,0,0,0,0,1
34,1662115832,37.56,126.97,1,1,0,0,0,0
SP64,1662115832,36.662,129.12,1,1,0,0,0,0
Dorim_8a,1662115832,37.51,126.88,2,1,1,0,0,0
H07,1662115832,37.5297,126.933,1,1,0,0,0,0
H58,1662115832,37.5177,126.934,1,0,1,0,0,0
20211408_021,1662115832,37.5229,126.941,1,0,1,0,0,0
HJ3,1662115832,37.5736,126.924,1,1,0,0,0,0
sample (26),1662115832,37.3967,126.933,1,0,0,1,0,0
H59,1662115832,37.5293,126.933,1,1,0,0,0,0
20221011_130233.jpg,1662115832,37.55,126.9,1,1,0,0,0,0
canbot11,1662115832,35.2264,128.638,1,0,0,1,0,0
plcup3,1662115832,35.227,128.639,1,0,1,0,0,0
20221011_130156.jpg,1662115832,37.55,126.9,1,0,1,0,0,0
1665899057085.jpg,1662115832,37.6307,126.711,2,1,1,0,0,0
sample (29),1662115832,37.3966,126.933,1,0,0,1,0,0
sample23,1662115832,37.68,126.8,1,0,0,0,1,0
Dorim_2c,1662115832,37.51,126.88,1,0,1,0,0,0
sample053,1662115832,37.6766,126.816,1,0,1,0,0,0
Anyang_1a,1662115832,37.52,126.88,1,0,1,0,0,0
IMG_0009,1662115832,37.31,126.55,2,1,0,0,0,1
24,1662115832,37.5519,126.899,1,1,0,0,0,0
81,1662115832,37.56,126.97,1,1,0,0,0,0
IMG_083,1662115832,37.53,126.88,3,1,1,1,0,0
IMG_1080,1662115832,37.5283,126.932,1,0,1,0,0,0
55,1662115832,37.5724,126.868,1,0,1,0,0,0
IMG_1083,1662115832,37.5283,126.932,1,0,1,0,0,0
9,1662115832,37.56,126.97,1,1,0,0,0,0
sample034_ms,1662115832,37.4678,126.827,1,0,1,0,0,0
sample51,1662115832,36.97,127.94,1,0,1,0,0,0
73,1662115832,37.5724,126.868,1,0,0,0,0,1
Rubbish15,1662115832,37.59,126.75,1,1,0,0,0,0
sample062_ms,1662115832,37.4824,126.82,1,0,1,0,0,0
IMG_073,1662115832,37.53,126.88,1,0,1,0,0,0
sample068_ms,1662115832,37.4813,126.82,1,0,0,1,0,0
220913-7-한울빛-플라스틱.jpg,1662115832,37.47,126.8,1,0,1,0,0,0
22,1662115832,37.56,126.97,1,1,0,0,0,0
IMG_1094,1662115832,37.5283,126.932,1,1,0,0,0,0
IMG_3165,1662115832,37.583,126.832,1,0,0,0,1,0
Paper60,1662115832,37.52,126.93,1,0,0,0,0,1
sample076_ms,1662115832,37.4797,126.821,1,1,0,0,0,0
101,1662115832,37.56,126.97,1,0,1,0,0,0
99,1662115832,37.5724,126.868,1,0,0,0,0,1
sample (88),1662115832,37.3861,126.952,1,0,0,0,1,0
W_L037,1662115832,37.57,126.832,1,0,0,0,1,0
W_L041,1662115832,37.57,126.832,1,0,0,0,1,0
sample007_ms,1662115832,37.4893,126.897,1,1,0,0,0,0
sample76,1662115832,37.68,126.8,2,1,1,0,0,0
113,1662029663,37.56,126.97,1,0,1,0,0,0
W_L029,1662029663,37.57,126.832,1,0,0,1,0,0
150,1662029663,37.56,126.97,1,1,0,0,0,0
IMG_1137,1662029663,37.5283,126.932,1,1,0,0,0,0
65,1662029663,37.56,126.97,1,1,0,0,0,0
sample103,1662029663,37.6766,126.816,1,1,0,0,0,0
60,1662029663,37.56,126.97,1,1,0,0,0,0
52,1662029663,37.44,126.43,2,0,1,0,0,1
sample100,1662029663,37.6766,126.816,1,1,0,0,0,0
44,1662029663,37.44,126.43,1,1,0,0,0,0
W_L015,1662029663,37.57,126.832,1,1,0,0,0,0
137,1662029663,37.56,126.97,1,1,0,0,0,0
IMG_1060,1662029663,37.5283,126.932,2,1,1,0,0,0
18,1662029663,37.5791,126.89,1,1,0,0,0,0
W_L009,1662029663,37.57,126.832,1,1,0,0,0,0
64,1662029663,37.5731,126.9,1,0,1,0,0,0
W_M021,1662029663,37.586,126.818,1,0,1,0,0,0
Rubbish08,1662029663,37.59,126.75,1,1,0,0,0,0
142,1662029663,37.56,126.97,1,1,0,0,0,0
W_L004,1662029663,37.57,126.832,1,1,0,0,0,0
IMG_1081,1662029663,37.5283,126.932,1,0,1,0,0,0
1665847582689-4.jpg,1662029663,37.7089,126.608,1,1,0,0,0,0
14,1662029663,37.43,126.42,1,1,0,0,0,0
pabag9,1662029663,35.2267,128.639,1,0,0,0,0,1
20211408_020,1662029663,37.5229,126.941,1,1,0,0,0,0
sample59,1662029663,37.6314,126.929,1,0,0,0,0,1
cup4,1662029663,35.2266,128.639,1,0,0,0,0,1
37,1662029663,37.56,126.97,1,1,0,0,0,0
sample69,1662029663,37.6314,126.929,1,0,0,0,0,1
IMG_3043,1662029663,37.493,126.87,1,0,1,0,0,0
IMG_130,1662029663,37.53,126.88,1,0,1,0,0,0
20211408_053,1662029663,37.5232,126.941,1,1,0,0,0,0
IMG_3077,1662029663,37.5031,126.871,1,0,1,0,0,0
20211408_047,1662029663,37.523,126.941,2,1,0,0,0,1
IMG_3103,1662029663,37.601,126.801,1,0,1,0,0,0
18,1662029663,37.56,126.97,1,1,0,0,0,0
IMG_3175,1662029663,37.5801,126.832,1,0,0,1,0,0
IMG_3182,1662029663,37.5815,126.833,1,0,0,1,0,0
sample93,1662029663,37.68,126.8,2,1,0,0,0,1
plcup2,1662029663,35.227,128.639,1,0,1,0,0,0
sample03,1662029663,37.6316,126.928,1,1,0,0,0,0
9,1662029663,37.43,126.42,1,1,0,0,0,0
IMAGE 68,1662029663,37.5711,126.979,1,1,0,0,0,0
sample31,1662029663,37.6335,126.923,1,0,0,0,0,1
20221011_130031(0).jpg,1662029663,37.55,126.9,1,1,0,0,0,0
20221011_130110(0).jpg,1662029663,37.55,126.9,1,1,0,0,0,0
H18,1662029663,37.5308,126.933,2,1,1,0,0,0
H16,1662029663,37.5308,126.931,1,1,0,0,0,0
20221011_130235.jpg,1662029663,37.55,126.9,1,1,0,0,0,0
sample42,1662029663,37.6335,126.923,1,0,0,0,0,1
SP80,1662029663,36.59,128.648,2,1,1,0,0,0
SP77,1662029663,36.59,128.648,2,1,1,0,0,0
20221011_130456(0).jpg,1662029663,37.55,126.9,2,1,1,0,0,0
SP67,1662029663,36.59,128.648,3,1,1,1,0,0
SP45,1662029663,35.89,128.607,3,1,1,0,0,1
sample (7),1662029663,37.396,126.934,1,0,1,0,0,0
sample53,1662029663,36.97,127.94,1,0,1,0,0,0
sample (57),1662029663,35.8524,129.27,1,0,1,0,0,0
IMG_0002,1662029663,37.31,126.55,1,0,0,0,0,1
220913-9-한울빛-플라스틱.jpg,1662029663,37.47,126.8,1,0,1,0,0,0
sample025_ms,1662029663,37.4903,126.896,1,0,1,0,0,0
sample (94),1662029663,37.3861,126.952,1,1,0,0,0,0
IMG_0129,1662029663,37.28,126.55,1,0,1,0,0,0
sample89,1662029663,36.97,127.93,1,1,0,0,0,0
IMG_9991,1662029663,37.31,126.55,1,1,0,0,0,0
IMG_0162,1662029663,37.28,126.55,1,1,0,0,0,0
Anyang_3a,1662029663,37.51,126.87,1,0,1,0,0,0
sample81,1662029663,36.98,127.93,1,0,1,0,0,0
121,1662029663,37.56,126.97,1,1,0,0,0,0
sample086_ms,1662029663,37.4687,126.844,1,0,1,0,0,0
117,1662029663,37.56,126.97,1,1,0,0,0,0
sample96,1662116063,36.98,127.93,1,0,0,1,0,0
95,1662116063,37.43,126.43,1,0,0,1,0,0
SP81,1662116063,36.59,128.648,2,0,1,1,0,0
IMG_0042,1662116063,37.31,126.54,1,1,0,0,0,0
20221009_101425.heic,1662116063,37.6638,126.623,2,1,1,0,0,0
20221009_104937.heic,1662116063,37.6385,126.542,1,1,0,0,0,0
SP87,1662116063,36.59,128.648,2,0,1,1,0,0
sample07,1662116063,37.68,126.8,1,1,0,0,0,0
sample47,1662116063,37.6334,126.923,1,0,0,0,0,1
34,1662116063,37.56,126.97,1,1,0,0,0,0
SP64,1662116063,36.662,129.12,1,1,0,0,0,0
Dorim_8a,1662116063,37.51,126.88,2,1,1,0,0,0
H07,1662116063,37.5297,126.933,1,1,0,0,0,0
H58,1662116063,37.5177,126.934,1,0,1,0,0,0
20211408_021,1662116063,37.5229,126.941,1,0,1,0,0,0
HJ3,1662116063,37.5736,126.924,1,1,0,0,0,0
sample (26),1662116063,37.3967,126.933,1,0,0,1,0,0
H59,1662116063,37.5293,126.933,1,1,0,0,0,0
20221011_130233.jpg,1662116063,37.55,126.9,1,1,0,0,0,0
canbot11,1662116063,35.2264,128.638,1,0,0,1,0,0
plcup3,1662116063,35.227,128.639,1,0,1,0,0,0
20221011_130156.jpg,1662116063,37.55,126.9,1,0,1,0,0,0
1665899057085.jpg,1662116063,37.6307,126.711,2,1,1,0,0,0
sample (29),1662116063,37.3966,126.933,1,0,0,1,0,0
sample23,1662116063,37.68,126.8,1,0,0,0,1,0
Dorim_2c,1662116063,37.51,126.88,1,0,1,0,0,0
sample053,1662116063,37.6766,126.816,1,0,1,0,0,0
Anyang_1a,1662116063,37.52,126.88,1,0,1,0,0,0
IMG_0009,1662116063,37.31,126.55,2,1,0,0,0,1
24,1662116063,37.5519,126.899,1,1,0,0,0,0
81,1662116063,37.56,126.97,1,1,0,0,0,0
IMG_083,1662116063,37.53,126.88,3,1,1,1,0,0
IMG_1080,1662116063,37.5283,126.932,1,0,1,0,0,0
55,1662116063,37.5724,126.868,1,0,1,0,0,0
IMG_1083,1662116063,37.5283,126.932,1,0,1,0,0,0
9,1662116063,37.56,126.97,1,1,0,0,0,0
sample034_ms,1662116063,37.4678,126.827,1,0,1,0,0,0
sample51,1662116063,36.97,127.94,1,0,1,0,0,0
73,1662116063,37.5724,126.868,1,0,0,0,0,1
Rubbish15,1662116063,37.59,126.75,1,1,0,0,0,0
sample062_ms,1662116063,37.4824,126.82,1,0,1,0,0,0
IMG_073,1662116063,37.53,126.88,1,0,1,0,0,0
sample068_ms,1662116063,37.4813,126.82,1,0,0,1,0,0
220913-7-한울빛-플라스틱.jpg,1662116063,37.47,126.8,1,0,1,0,0,0
22,1662116063,37.56,126.97,1,1,0,0,0,0
IMG_1094,1662116063,37.5283,126.932,1,1,0,0,0,0
IMG_3165,1662116063,37.583,126.832,1,0,0,0,1,0
Paper60,1662116063,37.52,126.93,1,0,0,0,0,1
sample076_ms,1662116063,37.4797,126.821,1,1,0,0,0,0
101,1662116063,37.56,126.97,1,0,1,0,0,0
99,1662116063,37.5724,126.868,1,0,0,0,0,1
sample (88),1662116063,37.3861,126.952,1,0,0,0,1,0
W_L037,1662116063,37.57,126.832,1,0,0,0,1,0
W_L041,1662116063,37.57,126.832,1,0,0,0,1,0
sample007_ms,1662116063,37.4893,126.897,1,1,0,0,0,0
sample76,1662116063,37.68,126.8,2,1,1,0,0,0
113,1662029737,37.56,126.97,1,0,1,0,0,0
W_L029,1662029737,37.57,126.832,1,0,0,1,0,0
150,1662029737,37.56,126.97,1,1,0,0,0,0
IMG_1137,1662029737,37.5283,126.932,1,1,0,0,0,0
65,1662029737,37.56,126.97,1,1,0,0,0,0
sample103,1662029737,37.6766,126.816,1,1,0,0,0,0
60,1662029737,37.56,126.97,1,1,0,0,0,0
52,1662029737,37.44,126.43,2,0,1,0,0,1
sample100,1662029737,37.6766,126.816,1,1,0,0,0,0
44,1662029737,37.44,126.43,1,1,0,0,0,0
W_L015,1662029737,37.57,126.832,1,1,0,0,0,0
137,1662029737,37.56,126.97,1,1,0,0,0,0
IMG_1060,1662029737,37.5283,126.932,2,1,1,0,0,0
18,1662029737,37.5791,126.89,1,1,0,0,0,0
W_L009,1662029737,37.57,126.832,1,1,0,0,0,0
64,1662029737,37.5731,126.9,1,0,1,0,0,0
W_M021,1662029737,37.586,126.818,1,0,1,0,0,0
Rubbish08,1662029737,37.59,126.75,1,1,0,0,0,0
142,1662029737,37.56,126.97,1,1,0,0,0,0
W_L004,1662029737,37.57,126.832,1,1,0,0,0,0
IMG_1081,1662029737,37.5283,126.932,1,0,1,0,0,0
1665847582689-4.jpg,1662029737,37.7089,126.608,1,1,0,0,0,0
14,1662029737,37.43,126.42,1,1,0,0,0,0
